developer_id,project_id,rating
168 ,260639 ,6
168 ,683411 ,2
168 ,725352 ,9
168 ,897540 ,1
168 ,920304 ,3
202 ,1589 ,8
202 ,16496 ,1
202 ,17462 ,8
202 ,435764 ,3
203 ,540 ,4
203 ,1589 ,8
203 ,7949 ,2
203 ,16496 ,3
203 ,17462 ,4
203 ,22418 ,8
203 ,23830 ,3
203 ,24679 ,8
203 ,96074 ,8
203 ,631614 ,5
203 ,903313 ,2
219 ,334 ,2
219 ,931 ,6
219 ,940 ,6
219 ,9123 ,5
219 ,11193 ,2
219 ,14328 ,5
219 ,57842 ,8
219 ,62689 ,2
219 ,421968 ,2
219 ,548271 ,3
219 ,634880 ,7
304 ,37 ,9
304 ,100 ,8
304 ,337 ,9
304 ,528 ,6
304 ,708 ,7
304 ,1018 ,8
304 ,1650 ,6
304 ,2691 ,3
304 ,2876 ,5
304 ,3367 ,3
304 ,3377 ,1
304 ,5136 ,3
304 ,5230 ,9
304 ,5298 ,5
304 ,8510 ,7
304 ,8876 ,4
304 ,9877 ,6
304 ,12789 ,2
304 ,13818 ,2
304 ,15541 ,9
304 ,17730 ,3
304 ,21575 ,5
304 ,24980 ,1 
304 ,28784 ,9
304 ,29172 ,3
304 ,29821 ,2
304 ,30741 ,1
304 ,34618 ,6
304 ,43374 ,5
304 ,49170 ,9
304 ,51814 ,1
304 ,54897 ,3
304 ,59698 ,7
304 ,99035 ,5
304 ,112677 ,8
304 ,114778 ,8
304 ,117420 ,6
304 ,160044 ,3
304 ,162545 ,2
304 ,182718 ,1
304 ,197821 ,8
304 ,338956 ,9
304 ,385777 ,6
304 ,406123 ,8
304 ,582528 ,6
304 ,629143 ,3
304 ,651721 ,2
304 ,667686 ,5
304 ,738688 ,5
304 ,766954 ,6
304 ,856647 ,3
338 ,1018 ,9
338 ,1650 ,4
338 ,3867 ,8
338 ,4074 ,5
338 ,6313 ,9
338 ,20322 ,2
338 ,21773 ,3
338 ,33651 ,9
338 ,36313 ,2
338 ,40924 ,8
338 ,47979 ,9
338 ,55274 ,3
338 ,56341 ,1
338 ,57651 ,8
338 ,66530 ,6
338 ,99035 ,5
338 ,103802 ,4
338 ,155007 ,1
338 ,161259 ,9
338 ,216888 ,6
338 ,334017 ,7
338 ,645194 ,8
338 ,648798 ,3
409 ,708 ,4
409 ,1434 ,5
409 ,3377 ,5
409 ,3430 ,6
409 ,5136 ,4
409 ,5298 ,7
409 ,5313 ,6
409 ,5349 ,7
409 ,5753 ,9
409 ,6370 ,5
409 ,6796 ,8
409 ,7261 ,8
409 ,8184 ,3
409 ,8876 ,2
409 ,11559 ,3
409 ,14061 ,2
409 ,15541 ,9
409 ,17387 ,1 
409 ,17730 ,3
409 ,20479 ,4
409 ,30280 ,8
409 ,34388 ,9
409 ,35858 ,1
409 ,99035 ,7
409 ,154516 ,9
409 ,170612 ,7
409 ,198129 ,8
409 ,200704 ,1
409 ,426849 ,7
416 ,2310 ,1
416 ,3912 ,7
416 ,4711 ,8
416 ,6782 ,2
416 ,18045 ,1
416 ,21752 ,2 
416 ,23662 ,5
416 ,26324 ,5
416 ,26327 ,1
416 ,29172 ,3
416 ,46267 ,5
416 ,66116 ,5
416 ,181022 ,5
416 ,263641 ,5
416 ,299607 ,6
425 ,55 ,8
425 ,114 ,2
425 ,334 ,2
425 ,337 ,4
425 ,392 ,4
425 ,402 ,5
425 ,496 ,2
425 ,528 ,7
425 ,530 ,4
425 ,540 ,7
425 ,675 ,9
425 ,742 ,3
425 ,760 ,8
425 ,940 ,3
425 ,1018 ,9
425 ,1362 ,2
425 ,1376 ,6
425 ,1381 ,8
425 ,1566 ,6
425 ,1646 ,2
425 ,1650 ,9
425 ,1654 ,2
425 ,1920 ,6
425 ,2088 ,1 
425 ,2310 ,9
425 ,2402 ,5
425 ,2414 ,2
425 ,2675 ,5
425 ,2691 ,4
425 ,2849 ,1
425 ,2895 ,5
425 ,2903 ,7
425 ,3137 ,6
425 ,3229 ,5
425 ,3246 ,8
425 ,3310 ,4
425 ,3430 ,8
425 ,3545 ,9
425 ,3818 ,4
425 ,4711 ,2
425 ,4718 ,3
425 ,4846 ,2
425 ,5042 ,2
425 ,5313 ,4
425 ,5635 ,5
425 ,5696 ,4
425 ,5717 ,8
425 ,6301 ,7
425 ,6313 ,4
425 ,6706 ,7
425 ,6782 ,9
425 ,6945 ,8
425 ,7048 ,9
425 ,7074 ,2
425 ,7182 ,2
425 ,7845 ,7
425 ,7949 ,5
425 ,8352 ,6
425 ,8525 ,5
425 ,8884 ,8
425 ,9031 ,8
425 ,9230 ,5
425 ,9365 ,5
425 ,9877 ,4
425 ,10109 ,2
425 ,10408 ,2
425 ,11193 ,6
425 ,11405 ,7
425 ,12032 ,5
425 ,12653 ,5
425 ,14058 ,4
425 ,14382 ,7
425 ,16592 ,1
425 ,17384 ,7
425 ,18286 ,8
425 ,19674 ,9
425 ,20629 ,5
425 ,21443 ,7
425 ,21671 ,3
425 ,23830 ,5
425 ,23938 ,7
425 ,25823 ,8
425 ,25968 ,9
425 ,27566 ,1
425 ,28582 ,3
425 ,29172 ,8
425 ,30139 ,6
425 ,30324 ,1
425 ,31339 ,1
425 ,34701 ,2
425 ,36640 ,8
425 ,37715 ,5
425 ,42326 ,4
425 ,43755 ,7
425 ,43768 ,9
425 ,47521 ,2
425 ,48218 ,7
425 ,48536 ,6
425 ,51935 ,3
425 ,52321 ,1 
425 ,57248 ,3
425 ,59548 ,6
425 ,59607 ,1
425 ,61424 ,4
425 ,62581 ,6
425 ,64504 ,1
425 ,75465 ,9
425 ,76703 ,4
425 ,80510 ,5
425 ,81580 ,4
425 ,82389 ,8
425 ,84669 ,6
425 ,94844 ,5
425 ,117403 ,1
425 ,119967 ,6
425 ,126900 ,8
425 ,126917 ,9
425 ,142250 ,5
425 ,145679 ,1
425 ,148380 ,4
425 ,151843 ,2
425 ,153158 ,7
425 ,169021 ,2
425 ,172999 ,5
425 ,196307 ,4
425 ,199765 ,2
425 ,200704 ,7
425 ,204298 ,6
425 ,205843 ,9
425 ,206769 ,7
425 ,210591 ,5
425 ,212517 ,7
425 ,224306 ,1
425 ,330840 ,3
425 ,392007 ,7
425 ,558749 ,1
425 ,599190 ,8
425 ,648597 ,9
425 ,681880 ,4
425 ,721137 ,7
425 ,835280 ,5
459 ,37 ,3
459 ,392 ,2
459 ,1740 ,8
459 ,1920 ,5
459 ,2849 ,8
459 ,3094 ,8
459 ,3246 ,7
459 ,6522 ,7
459 ,7949 ,8
459 ,8352 ,9
459 ,9304 ,8
459 ,9877 ,3
459 ,11366 ,2
459 ,17987 ,7
459 ,29172 ,9
459 ,38833 ,2
459 ,64726 ,8
459 ,135813 ,7
459 ,144585 ,1
459 ,159847 ,2
459 ,168997 ,9
461 ,114 ,3
461 ,280 ,2
461 ,311 ,2
461 ,337 ,9
461 ,553 ,6
461 ,562 ,4
461 ,568 ,7
461 ,844 ,3
461 ,867 ,9
461 ,940 ,8
461 ,1018 ,8
461 ,1376 ,5
461 ,1432 ,4
461 ,1941 ,1
461 ,2110 ,9
461 ,2117 ,4
461 ,2310 ,6
461 ,2691 ,3
461 ,2849 ,9
461 ,2876 ,6
461 ,2895 ,9
461 ,3137 ,3
461 ,3377 ,1
461 ,3737 ,3
461 ,4307 ,4
461 ,4663 ,9
461 ,4846 ,7
461 ,5003 ,1
461 ,5101 ,4
461 ,5161 ,2
461 ,6291 ,3
461 ,6419 ,2
461 ,7033 ,9
461 ,7183 ,5
461 ,7517 ,1
461 ,7564 ,9
461 ,9031 ,1
461 ,9047 ,1
461 ,9446 ,4
461 ,9877 ,2
461 ,11470 ,1
461 ,11749 ,4
461 ,12414 ,2
461 ,13364 ,4
461 ,13668 ,6
461 ,14328 ,6
461 ,15698 ,7
461 ,16592 ,7
461 ,17384 ,5
461 ,20888 ,9
461 ,22906 ,2
461 ,23389 ,4
461 ,25413 ,8
461 ,25611 ,1
461 ,26676 ,4
461 ,27941 ,6
461 ,37344 ,1
461 ,43885 ,6
461 ,46369 ,2
461 ,52636 ,2
461 ,54510 ,5
461 ,61636 ,8
461 ,64330 ,2
461 ,64971 ,6
461 ,73589 ,8
461 ,85472 ,4
461 ,90658 ,1
461 ,93177 ,1
461 ,93189 ,1
461 ,118703 ,3
461 ,140327 ,4
461 ,146476 ,9
461 ,151476 ,9
461 ,163105 ,9
461 ,169465 ,3
461 ,190366 ,7
461 ,209233 ,4
461 ,209279 ,3
461 ,209657 ,2
461 ,603071 ,8
461 ,718549 ,8
472 ,213 ,6
472 ,295 ,6
472 ,1366 ,5
472 ,3377 ,3
472 ,5349 ,9
472 ,14083 ,6
472 ,14895 ,3
472 ,19064 ,9
472 ,31861 ,7
472 ,45628 ,7
472 ,73133 ,7
472 ,103512 ,6
502 ,1017 ,6
502 ,1646 ,9
502 ,1920 ,6
502 ,2236 ,4
502 ,3818 ,2
502 ,5298 ,2
502 ,5756 ,3
502 ,7262 ,5
502 ,7430 ,7
502 ,7722 ,8
502 ,10610 ,9
502 ,26684 ,6
502 ,32201 ,9
502 ,41869 ,7
502 ,43885 ,2
502 ,75918 ,7
502 ,76122 ,7
502 ,144863 ,2
502 ,174852 ,2
502 ,209144 ,1
502 ,214084 ,3
502 ,254425 ,4
502 ,449779 ,3
511 ,114 ,5
511 ,334 ,2
511 ,742 ,2
511 ,940 ,9
511 ,1018 ,8
511 ,1362 ,2
511 ,1365 ,5
511 ,1852 ,7
511 ,2236 ,4
511 ,2487 ,8
511 ,2691 ,6
511 ,2733 ,7
511 ,2876 ,6
511 ,2928 ,5
511 ,2931 ,9
511 ,4238 ,1
511 ,4568 ,5
511 ,5003 ,1
511 ,5101 ,8
511 ,5635 ,9
511 ,5717 ,5
511 ,5791 ,1
511 ,6912 ,9
511 ,7061 ,2
511 ,7182 ,9
511 ,7183 ,5
511 ,7462 ,3
511 ,7570 ,7
511 ,7845 ,9
511 ,9682 ,3
511 ,10019 ,7
511 ,10042 ,1
511 ,10610 ,9
511 ,11193 ,6
511 ,11492 ,7
511 ,12032 ,1
511 ,12414 ,7
511 ,14061 ,1
511 ,14092 ,9
511 ,15513 ,1
511 ,16236 ,2
511 ,17620 ,9
511 ,17736 ,9
511 ,21218 ,6
511 ,21354 ,2
511 ,24679 ,4
511 ,24884 ,5
511 ,25083 ,3
511 ,25193 ,7
511 ,25413 ,6
511 ,26038 ,2
511 ,26839 ,1
511 ,30464 ,1
511 ,32504 ,1
511 ,35318 ,5
511 ,35700 ,5
511 ,35734 ,2
511 ,36000 ,2
511 ,39475 ,1
511 ,41671 ,2
511 ,44898 ,3
511 ,48536 ,9
511 ,56278 ,6
511 ,67500 ,2
511 ,77749 ,7
511 ,123846 ,7
511 ,126824 ,7
511 ,171929 ,2
511 ,182104 ,5
511 ,207702 ,3
511 ,208504 ,8
511 ,209144 ,3
511 ,209279 ,3
511 ,220091 ,8
511 ,224363 ,2
511 ,225766 ,2
511 ,234646 ,4
511 ,234740 ,2
511 ,270691 ,7
511 ,299907 ,5
511 ,378055 ,3
511 ,427098 ,3
511 ,548263 ,9
511 ,612544 ,3
511 ,672130 ,9
511 ,728289 ,5
511 ,750050 ,1
511 ,835280 ,9
511 ,854408 ,3
512 ,742 ,3
512 ,940 ,6
512 ,1028 ,5
512 ,1312 ,7
512 ,1332 ,6
512 ,1362 ,3
512 ,1566 ,8
512 ,1646 ,3
512 ,1852 ,1
512 ,2040 ,8
512 ,2402 ,3
512 ,2691 ,4
512 ,3137 ,9
512 ,3377 ,8
512 ,3468 ,1
512 ,3482 ,3
512 ,4238 ,9
512 ,4307 ,3
512 ,4644 ,4
512 ,4826 ,4
512 ,4846 ,1
512 ,4964 ,3
512 ,5003 ,5
512 ,5073 ,9
512 ,5101 ,9
512 ,5116 ,3
512 ,5313 ,5
512 ,5717 ,4
512 ,6291 ,9
512 ,6301 ,1 
512 ,6419 ,4
512 ,7182 ,3
512 ,7359 ,6
512 ,7949 ,3
512 ,8525 ,4
512 ,9170 ,1
512 ,9877 ,4
512 ,10158 ,2
512 ,13668 ,7
512 ,18045 ,1
512 ,18127 ,2
512 ,19850 ,9
512 ,19980 ,2
512 ,20413 ,3
512 ,21861 ,6
512 ,24878 ,1
512 ,25495 ,1
512 ,25968 ,6
512 ,28655 ,1
512 ,31238 ,8
512 ,32629 ,5
512 ,34533 ,9
512 ,34549 ,1 
512 ,37344 ,6
512 ,40530 ,9
512 ,52291 ,8
512 ,55274 ,7
512 ,56823 ,1
512 ,60011 ,8
512 ,80850 ,9
512 ,134991 ,4
512 ,151207 ,6
512 ,160066 ,6
512 ,168108 ,1
512 ,170548 ,7
512 ,453773 ,2
512 ,788112 ,4
515 ,849 ,9
515 ,1018 ,2
515 ,1589 ,1
515 ,1744 ,6
515 ,1920 ,2
515 ,6301 ,3
515 ,7074 ,5
515 ,7949 ,5
515 ,8245 ,4
515 ,9877 ,9
515 ,13778 ,4
515 ,14699 ,1
515 ,17462 ,5
515 ,19007 ,9
515 ,19611 ,8
515 ,19631 ,9
515 ,20477 ,4
515 ,37609 ,7
515 ,48611 ,5
515 ,62424 ,7
515 ,65598 ,3
515 ,71308 ,5
515 ,85683 ,7
515 ,85764 ,9
515 ,215480 ,4
515 ,235203 ,6
515 ,266534 ,2
515 ,409753 ,8
515 ,440424 ,8
515 ,559393 ,2
515 ,568015 ,9
515 ,583084 ,6
515 ,713028 ,4
515 ,766954 ,8
515 ,815921 ,4
520 ,30435 ,6
520 ,30867 ,8
520 ,129127 ,7
523 ,1362 ,5
523 ,5116 ,6
523 ,10408 ,4
523 ,26398 ,5
523 ,37274 ,4
523 ,362972 ,3
523 ,634543 ,6
537 ,11082 ,1
541 ,176 ,9
541 ,392 ,5
541 ,496 ,9
541 ,528 ,8
541 ,964 ,4
541 ,1377 ,7
541 ,1434 ,3
541 ,2931 ,4
541 ,3985 ,7
541 ,4880 ,1
541 ,7061 ,3
541 ,7149 ,5
541 ,7172 ,8
541 ,7430 ,7
541 ,7756 ,4
541 ,8626 ,7
541 ,9682 ,3
541 ,10019 ,7
541 ,13149 ,2
541 ,13323 ,7
541 ,16132 ,3
541 ,16433 ,3
541 ,17091 ,9
541 ,17609 ,8
541 ,17736 ,5
541 ,19611 ,3
541 ,19618 ,3
541 ,19771 ,4
541 ,20683 ,2
541 ,23968 ,6
541 ,23994 ,7
541 ,24626 ,4
541 ,24902 ,5
541 ,25830 ,7
541 ,26073 ,8
541 ,26685 ,6
541 ,27344 ,9
541 ,28655 ,1
541 ,32506 ,2
541 ,32519 ,5
541 ,35653 ,6
541 ,37763 ,3
541 ,38586 ,5
541 ,40346 ,4
541 ,40719 ,2
541 ,43325 ,4
541 ,44152 ,4
541 ,44696 ,7
541 ,44722 ,4
541 ,44856 ,2
541 ,45763 ,2
541 ,48559 ,6
541 ,51725 ,2
541 ,58255 ,9
541 ,58735 ,5
541 ,60314 ,9
541 ,63044 ,7
541 ,76048 ,1
541 ,83033 ,3
541 ,84540 ,7
541 ,84669 ,6
541 ,88898 ,4
541 ,93086 ,4
541 ,95262 ,5
541 ,114458 ,8
541 ,118334 ,2
541 ,125959 ,1
541 ,144863 ,4
541 ,155129 ,4
541 ,163080 ,1
541 ,180351 ,1
541 ,181022 ,6
541 ,186025 ,8
541 ,196944 ,9
541 ,198890 ,8
541 ,199967 ,5
541 ,219162 ,5
541 ,223167 ,8
541 ,240687 ,5
541 ,253802 ,1
541 ,277392 ,8
541 ,309002 ,9
541 ,310358 ,4
541 ,336835 ,8
541 ,373284 ,1
541 ,379164 ,8
541 ,386783 ,7
541 ,412147 ,8
541 ,421874 ,8
541 ,488982 ,7
541 ,492179 ,6
541 ,493915 ,6
541 ,520628 ,2
541 ,535632 ,3
541 ,569165 ,2
541 ,698704 ,7
541 ,852496 ,5
598 ,114 ,7
598 ,337 ,5
598 ,931 ,4
598 ,1920 ,1
598 ,2487 ,3
598 ,2838 ,4
598 ,3094 ,7
598 ,3377 ,9
598 ,3912 ,8
598 ,6177 ,8
598 ,6313 ,3
598 ,7261 ,9
598 ,8924 ,9
598 ,10610 ,2
598 ,11347 ,4
598 ,14061 ,3
598 ,18784 ,6
598 ,20769 ,4
598 ,20868 ,7
598 ,21671 ,8
598 ,22966 ,3
598 ,27344 ,7
598 ,35734 ,8
598 ,37715 ,9
598 ,52495 ,3
598 ,55283 ,5
598 ,59698 ,2
598 ,63463 ,7
598 ,75465 ,8
598 ,90913 ,3
598 ,161033 ,3
598 ,201498 ,2
598 ,391616 ,4
598 ,472588 ,1
598 ,540012 ,3
606 ,931 ,3
606 ,1381 ,2
606 ,2079 ,9
606 ,2096 ,6
606 ,3737 ,9
606 ,6814 ,1
606 ,7261 ,3
606 ,13929 ,9
606 ,14112 ,3
606 ,22974 ,9
606 ,31238 ,1
606 ,31815 ,4
606 ,35865 ,5
606 ,52802 ,5
606 ,63173 ,8
606 ,108887 ,4
606 ,143759 ,2
606 ,389784 ,8
606 ,484703 ,1
620 ,114 ,4
620 ,337 ,7
620 ,392 ,2
620 ,528 ,2
620 ,661 ,4
620 ,1018 ,9
620 ,1566 ,1
620 ,1920 ,1
620 ,2087 ,8
620 ,2310 ,7
620 ,2691 ,9
620 ,2849 ,1
620 ,3246 ,6
620 ,4307 ,4
620 ,5313 ,7
620 ,5446 ,8
620 ,6053 ,7
620 ,7430 ,2
620 ,7564 ,4
620 ,9941 ,8
620 ,10610 ,8
620 ,11788 ,9
620 ,14092 ,6
620 ,14571 ,8
620 ,17384 ,4
620 ,18045 ,7
620 ,21128 ,2
620 ,22614 ,1
620 ,23830 ,3
620 ,25323 ,6
620 ,27364 ,4
620 ,29172 ,7
620 ,32758 ,6
620 ,34453 ,5
620 ,36000 ,1
620 ,53237 ,3
620 ,63988 ,7
620 ,75918 ,7
620 ,117790 ,4
620 ,119076 ,6
620 ,144863 ,5
620 ,147687 ,1
620 ,149988 ,7
620 ,159847 ,2
620 ,173766 ,1
620 ,211803 ,1
620 ,219223 ,9
620 ,341963 ,1
620 ,489499 ,9
620 ,674333 ,2
620 ,769622 ,5
620 ,813040 ,4
623 ,114 ,1
623 ,280 ,7
623 ,295 ,5
623 ,334 ,8
623 ,337 ,2
623 ,457 ,5
623 ,540 ,1
623 ,742 ,6
623 ,760 ,1
623 ,1018 ,8
623 ,1432 ,5
623 ,1566 ,8
623 ,1646 ,6
623 ,1852 ,5
623 ,1920 ,1
623 ,1941 ,4
623 ,2087 ,5
623 ,2310 ,6
623 ,2414 ,6
623 ,2691 ,9
623 ,2733 ,4
623 ,2849 ,7
623 ,3377 ,2
623 ,3466 ,2
623 ,3482 ,7
623 ,3516 ,8
623 ,3644 ,7
623 ,3946 ,3
623 ,4203 ,6
623 ,4307 ,4
623 ,4488 ,9
623 ,4639 ,6
623 ,4718 ,8
623 ,4846 ,4
623 ,5003 ,9
623 ,5101 ,1
623 ,5759 ,7
623 ,6050 ,9
623 ,6080 ,3
623 ,6177 ,8
623 ,6313 ,4
623 ,6419 ,1
623 ,6719 ,7
623 ,6782 ,7
623 ,7074 ,4
623 ,7182 ,8
623 ,7949 ,7
623 ,8497 ,9
623 ,9136 ,9
623 ,9941 ,5
623 ,10439 ,4
623 ,10920 ,8
623 ,11278 ,1
623 ,11289 ,9
623 ,11732 ,5
623 ,11989 ,7
623 ,13034 ,6
623 ,13488 ,8
623 ,15700 ,9
623 ,16236 ,8
623 ,16419 ,8
623 ,17339 ,3
623 ,17384 ,5
623 ,17620 ,5
623 ,17899 ,9
623 ,18045 ,4
623 ,18152 ,8
623 ,18258 ,9
623 ,19034 ,9
623 ,19806 ,6
623 ,20769 ,8
623 ,21571 ,8
623 ,21671 ,8
623 ,21713 ,9
623 ,21752 ,6
623 ,23389 ,1
623 ,25380 ,7
623 ,25750 ,4
623 ,25963 ,4
623 ,26794 ,9
623 ,27566 ,6
623 ,27979 ,7
623 ,28234 ,9
623 ,29416 ,7
623 ,30654 ,7
623 ,31283 ,7
623 ,34031 ,7
623 ,34288 ,7
623 ,35734 ,9
623 ,36036 ,7
623 ,36936 ,4
623 ,37344 ,1
623 ,37362 ,9
623 ,38295 ,9
623 ,42326 ,3
623 ,44944 ,6
623 ,50773 ,7
623 ,51883 ,1
623 ,57248 ,7
623 ,59766 ,9
623 ,66034 ,8
623 ,67479 ,3
623 ,74468 ,1
623 ,78772 ,8
623 ,78776 ,9
623 ,81479 ,4
623 ,84634 ,2
623 ,84812 ,9
623 ,85972 ,2
623 ,95854 ,9
623 ,107888 ,7
623 ,112414 ,1
623 ,118978 ,2
623 ,121253 ,3
623 ,121601 ,5
623 ,149906 ,2
623 ,150220 ,1
623 ,151423 ,5
623 ,151843 ,1
623 ,154529 ,4
623 ,159278 ,7
623 ,166787 ,6
623 ,176364 ,5
623 ,220803 ,5
623 ,238942 ,3
623 ,262317 ,6
623 ,311078 ,6
623 ,333956 ,8
623 ,467137 ,6
623 ,709161 ,9
623 ,713329 ,2
623 ,845598 ,6
642 ,37 ,7
642 ,176 ,7
642 ,295 ,7
642 ,334 ,3
642 ,337 ,3
642 ,402 ,8
642 ,496 ,1
642 ,501 ,4
642 ,528 ,7
642 ,540 ,5
642 ,544 ,5
642 ,708 ,1
642 ,725 ,3
642 ,742 ,4
642 ,931 ,4
642 ,940 ,6
642 ,1017 ,8
642 ,1018 ,6
642 ,1312 ,6
642 ,1321 ,5
642 ,1373 ,1
642 ,1381 ,6
642 ,1434 ,3
642 ,1566 ,5
642 ,1646 ,9
642 ,1650 ,1
642 ,1768 ,7
642 ,1852 ,2
642 ,1920 ,2
642 ,2236 ,6
642 ,2402 ,8
642 ,2675 ,9
642 ,2691 ,9
642 ,2776 ,5
642 ,2849 ,7
642 ,2931 ,6
642 ,3246 ,2
642 ,3545 ,5
642 ,3719 ,8
642 ,3787 ,4
642 ,4067 ,4
642 ,4109 ,3
642 ,4488 ,7
642 ,5295 ,9
642 ,5298 ,8
642 ,5313 ,3
642 ,5672 ,8
642 ,5696 ,3
642 ,6050 ,5
642 ,6072 ,2
642 ,6313 ,3
642 ,7048 ,3
642 ,7074 ,4
642 ,7149 ,2
642 ,7182 ,3
642 ,7208 ,8
642 ,7262 ,1
642 ,7462 ,1
642 ,8352 ,5
642 ,8525 ,3
642 ,8797 ,7
642 ,9031 ,8
642 ,9230 ,8
642 ,9373 ,9
642 ,9877 ,6
642 ,10279 ,9
642 ,10408 ,7
642 ,10610 ,7
642 ,11184 ,2
642 ,11187 ,2
642 ,14043 ,8
642 ,14458 ,5
642 ,14874 ,7
642 ,16247 ,4
642 ,17354 ,8
642 ,17609 ,9
642 ,17730 ,8
642 ,18138 ,6
642 ,21518 ,7
642 ,23938 ,3
642 ,24559 ,2
642 ,26327 ,1
642 ,27356 ,4
642 ,29067 ,2
642 ,29172 ,6
642 ,31639 ,3
642 ,32437 ,8
642 ,32506 ,7
642 ,34961 ,8
642 ,38056 ,8
642 ,38401 ,1
642 ,40565 ,7
642 ,41869 ,9
642 ,42776 ,1
642 ,46267 ,6
642 ,46630 ,8
642 ,47521 ,2
642 ,48550 ,3
642 ,51225 ,3
642 ,52321 ,1
642 ,57382 ,3
642 ,60204 ,6
642 ,75396 ,8
642 ,80644 ,2
642 ,85972 ,4
642 ,86027 ,3
642 ,99035 ,9
642 ,107936 ,4
642 ,108036 ,9
642 ,122785 ,4
642 ,142250 ,1
642 ,144753 ,8
642 ,156104 ,3
642 ,160263 ,1
642 ,161970 ,7
642 ,167459 ,6
642 ,169021 ,3
642 ,174060 ,4
642 ,181747 ,8
642 ,182818 ,9
642 ,191529 ,1
642 ,195743 ,4
642 ,202999 ,1
642 ,203353 ,4
642 ,244312 ,4
642 ,247148 ,3
642 ,249418 ,3
642 ,251184 ,6
642 ,307309 ,1
642 ,319996 ,4
