user_id,repo_id,rating,
448 ,85946 ,2,
448 ,125676 ,9,
448 ,129091 ,9,
448 ,132885 ,7,
448 ,144643 ,5,
448 ,158949 ,2,
448 ,160764 ,5,
448 ,183198 ,1,
448 ,186798 ,7,
448 ,188816 ,7,
448 ,200075 ,5,
448 ,235719 ,8,
448 ,240911 ,1,
448 ,269875 ,2,
448 ,290599 ,8,
448 ,295034 ,3,
448 ,306222 ,3,
448 ,319711 ,8,
448 ,384730 ,3,
448 ,405564 ,9,
448 ,408780 ,6,
448 ,440071 ,8,
448 ,444616 ,4,
448 ,490383 ,5,
448 ,537312 ,8,
448 ,636097 ,7,
448 ,687016 ,3,
448 ,692012 ,1,
448 ,768621 ,4,
448 ,770596 ,4,
448 ,806932 ,5,
448 ,903008 ,7,
448 ,999250 ,1,
448 ,1003932 ,1,
448 ,1106704 ,5,
461 ,1258 ,1,
461 ,1273 ,9,
461 ,1431 ,7,
461 ,1903 ,1,
461 ,1996 ,5,
461 ,2344 ,5,
461 ,2772 ,10,
461 ,4911 ,8,
461 ,5997 ,1,
461 ,6293 ,10,
461 ,6360 ,6,
461 ,6963 ,5,
461 ,7580 ,2,
461 ,9419 ,5,
461 ,10760 ,5,
461 ,11305 ,3,
461 ,11819 ,9,
461 ,13846 ,8,
461 ,17270 ,2,
461 ,18535 ,3,
461 ,22159 ,5,
461 ,22351 ,2,
461 ,22513 ,9,
461 ,24870 ,3,
461 ,26375 ,3,
461 ,26402 ,9,
461 ,28501 ,5,
461 ,30910 ,2,
461 ,31000 ,1,
461 ,34322 ,3,
461 ,36114 ,1,
461 ,39902 ,4,
461 ,63724 ,8,
461 ,69430 ,7,
461 ,86701 ,5,
461 ,86873 ,7,
461 ,93061 ,1,
461 ,96701 ,4,
461 ,101238 ,6,
461 ,115020 ,8,
461 ,123545 ,2,
461 ,125232 ,9,
461 ,132885 ,7,
461 ,154328 ,6,
461 ,161520 ,9,
461 ,165621 ,8,
461 ,169929 ,5,
461 ,213618 ,7,
461 ,216776 ,9,
461 ,228814 ,5,
461 ,239054 ,5,
461 ,245283 ,1,
461 ,328018 ,6,
461 ,480160 ,8,
461 ,547458 ,2,
461 ,643852 ,9,
461 ,691608 ,1,
461 ,700180 ,8,
461 ,786018 ,2,
461 ,882750 ,6,
461 ,998322 ,5,
461 ,1002270 ,2,
461 ,1062714 ,4,
461 ,1319148 ,1,
461 ,1345400 ,2,
461 ,1346523 ,1,
461 ,1353228 ,3,
461 ,1354892 ,8,
461 ,1365083 ,2,
461 ,1375228 ,1,
461 ,1415887 ,1,
487 ,572 ,5,
487 ,731 ,9,
487 ,1207 ,5,
487 ,1930 ,4,
487 ,2045 ,8,
487 ,2122 ,1,
487 ,2558 ,7,
487 ,2696 ,10,
487 ,2940 ,7,
487 ,4185 ,7,
487 ,4452 ,2,
487 ,4516 ,4,
487 ,5312 ,5,
487 ,5830 ,5,
487 ,6597 ,4,
487 ,6806 ,5,
487 ,7514 ,2,
487 ,8207 ,8,
487 ,8916 ,7,
487 ,9060 ,7,
487 ,9861 ,4,
487 ,10659 ,3,
487 ,10692 ,9,
487 ,10740 ,9,
487 ,10764 ,5,
487 ,10931 ,1,
487 ,11087 ,8,
487 ,11435 ,9,
487 ,11450 ,1,
487 ,11672 ,1,
487 ,12695 ,8,
487 ,16334 ,4,
487 ,16664 ,4,
487 ,17434 ,2,
487 ,17662 ,4,
487 ,17707 ,2,
487 ,18104 ,4,
487 ,18129 ,1,
487 ,20344 ,8,
487 ,21303 ,7,
487 ,22761 ,8,
487 ,22762 ,2,
487 ,22807 ,2,
487 ,22925 ,1,
487 ,23202 ,3,
487 ,25063 ,3,
487 ,26666 ,4,
487 ,28247 ,3,
487 ,28497 ,3,
487 ,28769 ,4,
487 ,29261 ,2,
487 ,29399 ,1,
487 ,29405 ,1,
487 ,29694 ,3,
487 ,30303 ,5,
487 ,30761 ,1,
487 ,30773 ,1,
487 ,31689 ,6,
487 ,33312 ,5,
487 ,34653 ,2,
487 ,35011 ,2,
487 ,35784 ,5,
487 ,38854 ,6,
487 ,40334 ,2,
487 ,40863 ,5,
487 ,42173 ,4,
487 ,42617 ,8,
487 ,43494 ,2,
487 ,44179 ,1,
487 ,48889 ,7,
487 ,51909 ,2,
487 ,53280 ,9,
487 ,54330 ,8,
487 ,54365 ,6,
487 ,55668 ,2,
487 ,56505 ,4,
487 ,56659 ,6,
487 ,56833 ,2,
487 ,57238 ,1,
487 ,60397 ,6,
487 ,62375 ,2,
487 ,62823 ,7,
487 ,62994 ,7,
487 ,64654 ,6,
487 ,65912 ,5,
487 ,71487 ,7,
487 ,74459 ,1,
487 ,74507 ,5,
487 ,75292 ,9,
487 ,75598 ,8,
487 ,75940 ,3,
487 ,81146 ,8,
487 ,86146 ,7,
487 ,86998 ,1,
487 ,92582 ,3,
487 ,94893 ,1,
487 ,94971 ,5,
487 ,101372 ,4,
487 ,106583 ,6,
487 ,108307 ,9,
487 ,115130 ,3,
487 ,115177 ,1,
487 ,117480 ,8,
487 ,120202 ,4,
487 ,123450 ,2,
487 ,136482 ,7,
487 ,142019 ,9,
487 ,146324 ,2,
487 ,149750 ,6,
487 ,153555 ,6,
487 ,155994 ,4,
487 ,164155 ,1,
487 ,165561 ,9,
487 ,166439 ,3,
487 ,169240 ,2,
487 ,175474 ,5,
487 ,182993 ,1,
487 ,185107 ,9,
487 ,192016 ,7,
487 ,193561 ,1,
487 ,194932 ,9,
487 ,200660 ,8,
487 ,203687 ,5,
487 ,210544 ,8,
487 ,214672 ,1,
487 ,215813 ,7,
487 ,217130 ,2,
487 ,218033 ,8,
487 ,218489 ,9,
487 ,218534 ,7,
487 ,218639 ,9,
487 ,218679 ,2,
487 ,220765 ,2,
487 ,225516 ,5,
487 ,250367 ,9,
487 ,251415 ,1,
487 ,263264 ,1,
487 ,272468 ,6,
487 ,280789 ,8,
487 ,283896 ,1,
487 ,285283 ,1,
487 ,285502 ,3,
487 ,310190 ,9,
487 ,323031 ,2,
487 ,335228 ,2,
487 ,341814 ,9,
487 ,348736 ,9,
487 ,356762 ,7,
487 ,366522 ,6,
487 ,395097 ,3,
487 ,398960 ,1,
487 ,399363 ,7,
487 ,401153 ,8,
487 ,403897 ,7,
487 ,404409 ,3,
487 ,407103 ,3,
487 ,407329 ,1,
487 ,415828 ,1,
487 ,449950 ,4,
487 ,451041 ,5,
487 ,459386 ,5,
487 ,470618 ,3,
487 ,476129 ,7,
487 ,483691 ,1,
487 ,483944 ,4,
487 ,484716 ,6,
487 ,499172 ,5,
487 ,501425 ,8,
487 ,506354 ,2,
487 ,506518 ,8,
487 ,510543 ,5,
487 ,517377 ,7,
487 ,574878 ,1,
487 ,574945 ,6,
487 ,580410 ,4,
487 ,580524 ,3,
487 ,585362 ,9,
487 ,594414 ,5,
487 ,614756 ,2,
487 ,623751 ,4,
487 ,623968 ,6,
487 ,636494 ,7,
487 ,658401 ,5,
487 ,666271 ,9,
487 ,688141 ,6,
487 ,691811 ,1,
487 ,712152 ,1,
487 ,787141 ,9,
487 ,805679 ,3,
487 ,812914 ,1,
487 ,844495 ,3,
487 ,851107 ,7,
487 ,852196 ,2,
487 ,854491 ,1,
487 ,854526 ,5,
487 ,854630 ,2,
487 ,903898 ,4,
487 ,942870 ,9,
487 ,961586 ,3,
487 ,967522 ,5,
487 ,1006554 ,6,
487 ,1008430 ,7,
487 ,1062682 ,1,
487 ,1133899 ,5,
487 ,1141798 ,4,
487 ,1190340 ,8,
487 ,1293495 ,6,
487 ,1442022 ,5,
487 ,1451752 ,6,
511 ,236 ,7,
511 ,519 ,4,
511 ,766 ,8,
511 ,1273 ,1,
511 ,1725 ,6,
511 ,1775 ,8,
511 ,1996 ,1,
511 ,2326 ,7,
511 ,2490 ,2,
511 ,2558 ,5,
511 ,2770 ,7,
511 ,3111 ,5,
511 ,3153 ,9,
511 ,3457 ,5,
511 ,3734 ,1,
511 ,3780 ,10,
511 ,3984 ,8,
511 ,4346 ,1,
511 ,4491 ,8,
511 ,5383 ,7,
511 ,5496 ,1,
511 ,5878 ,6,
511 ,6151 ,6,
511 ,6180 ,3,
511 ,6241 ,5,
511 ,6293 ,6,
511 ,6627 ,8,
511 ,6882 ,10,
511 ,7251 ,7,
511 ,7580 ,3,
511 ,7641 ,9,
511 ,8292 ,5,
511 ,8329 ,2,
511 ,8343 ,2,
511 ,8366 ,1,
511 ,8408 ,1,
511 ,8557 ,9,
511 ,9369 ,5,
511 ,9419 ,6,
511 ,9839 ,1,
511 ,10692 ,8,
511 ,11254 ,3,
511 ,11780 ,3,
511 ,11879 ,7,
511 ,11884 ,3,
511 ,11980 ,9,
511 ,12038 ,1,
511 ,13043 ,5,
511 ,13228 ,8,
511 ,16577 ,5,
511 ,17517 ,6,
511 ,19988 ,9,
511 ,21886 ,1,
511 ,23122 ,1,
511 ,24697 ,6,
511 ,25153 ,1,
511 ,25274 ,1,
511 ,25979 ,7,
511 ,26910 ,1,
511 ,27929 ,1,
511 ,28190 ,5,
511 ,29238 ,1,
511 ,29822 ,3,
511 ,29924 ,5,
511 ,30257 ,6,
511 ,30943 ,5,
511 ,31191 ,6,
511 ,32136 ,1,
511 ,32181 ,3,
511 ,33715 ,1,
511 ,33927 ,8,
511 ,34134 ,5,
511 ,35334 ,4,
511 ,39902 ,5,
511 ,43828 ,7,
511 ,46045 ,2,
511 ,46766 ,8,
511 ,52734 ,3,
511 ,54269 ,3,
511 ,59732 ,4,
511 ,61585 ,1,
511 ,62221 ,7,
511 ,65963 ,4,
511 ,77985 ,1,
511 ,78457 ,2,
511 ,86232 ,1,
511 ,87948 ,6,
511 ,99832 ,7,
511 ,105454 ,5,
511 ,107910 ,5,
511 ,107933 ,7,
511 ,116763 ,3,
511 ,118864 ,1,
511 ,122858 ,8,
511 ,128064 ,6,
511 ,134789 ,7,
511 ,138023 ,9,
511 ,141330 ,8,
511 ,145411 ,3,
511 ,147623 ,8,
511 ,153709 ,9,
511 ,155490 ,1,
511 ,158160 ,3,
511 ,164056 ,7,
511 ,167504 ,6,
511 ,180516 ,5,
511 ,193870 ,1,
511 ,206352 ,6,
511 ,213184 ,5,
511 ,215216 ,7,
511 ,220496 ,2,
511 ,228087 ,5,
511 ,229122 ,9,
511 ,246736 ,6,
511 ,248842 ,7,
511 ,274937 ,5,
511 ,324195 ,6,
511 ,328018 ,4,
511 ,333934 ,2,
511 ,366789 ,7,
511 ,382712 ,1,
511 ,385956 ,1,
511 ,459792 ,9,
511 ,563039 ,5,
511 ,590889 ,3,
511 ,592471 ,5,
511 ,658652 ,3,
511 ,690634 ,8,
511 ,737324 ,7,
511 ,757991 ,8,
511 ,847138 ,3,
511 ,882750 ,7,
511 ,938713 ,8,
511 ,941483 ,7,
511 ,952525 ,3,
511 ,991891 ,1,
511 ,1022313 ,8,
511 ,1032689 ,1,
511 ,1058739 ,1,
511 ,1062714 ,9,
511 ,1365083 ,9,
511 ,1395638 ,1,
511 ,1407769 ,1,
511 ,1453858 ,6,
511 ,1501008 ,8,
514 ,55704 ,9,
520 ,587496 ,3,
520 ,871609 ,6,
541 ,2962 ,5,
541 ,3734 ,5,
541 ,4454 ,8,
541 ,4655 ,9,
541 ,10420 ,2,
541 ,37550 ,6,
541 ,178792 ,6,
541 ,199120 ,3,
541 ,214068 ,7,
541 ,227447 ,2,
541 ,770596 ,3,
541 ,992031 ,1,
620 ,1088 ,5,
620 ,1620 ,7,
620 ,2122 ,4,
620 ,3734 ,10,
620 ,3805 ,5,
620 ,4388 ,7,
620 ,11435 ,6,
620 ,21057 ,1,
620 ,28704 ,7,
620 ,32136 ,9,
620 ,37316 ,6,
620 ,40863 ,2,
620 ,75786 ,9,
620 ,85623 ,1,
620 ,94603 ,1,
620 ,107933 ,5,
620 ,142993 ,6,
620 ,151578 ,2,
620 ,161905 ,5,
620 ,269159 ,4,
620 ,1447458 ,3,
623 ,2122 ,7,
623 ,34362 ,1,
623 ,167437 ,1,
623 ,696857 ,8,
623 ,768621 ,4,
666 ,331 ,1,
666 ,2558 ,6,
666 ,5410 ,1,
666 ,6277 ,6,
666 ,9419 ,1,
666 ,11435 ,4,
666 ,29822 ,9,
666 ,31689 ,8,
666 ,36172 ,2,
666 ,40147 ,4,
666 ,96284 ,6,
666 ,116751 ,1,
666 ,206900 ,3,
666 ,683360 ,3,
673 ,251 ,1,
673 ,380 ,5,
673 ,519 ,1,
673 ,541 ,4,
673 ,731 ,5,
673 ,766 ,1,
673 ,1022 ,5,
673 ,1273 ,5,
673 ,1305 ,4,
673 ,1438 ,6,
673 ,1775 ,6,
673 ,1954 ,4,
673 ,1996 ,10,
673 ,2519 ,5,
673 ,3129 ,1,
673 ,3153 ,8,
673 ,3855 ,2,
673 ,3984 ,8,
673 ,4346 ,1,
673 ,5410 ,1,
673 ,5997 ,8,
673 ,6151 ,4,
673 ,6180 ,7,
673 ,6241 ,3,
673 ,6293 ,3,
673 ,7521 ,2,
673 ,8109 ,6,
673 ,8343 ,8,
673 ,8348 ,1,
673 ,8366 ,2,
673 ,8702 ,2,
673 ,9151 ,3,
673 ,9152 ,4,
673 ,9369 ,1,
673 ,9839 ,4,
673 ,10760 ,6,
673 ,11254 ,8,
673 ,11435 ,4,
673 ,11446 ,7,
673 ,11780 ,9,
673 ,11879 ,1,
673 ,11884 ,8,
673 ,12901 ,4,
673 ,13557 ,6,
673 ,13670 ,5,
673 ,14073 ,6,
673 ,14088 ,8,
673 ,15209 ,2,
673 ,15355 ,9,
673 ,15392 ,6,
673 ,15833 ,3,
673 ,16885 ,8,
673 ,17126 ,9,
673 ,18262 ,1,
673 ,18535 ,9,
673 ,18964 ,1,
673 ,19363 ,1,
673 ,20764 ,1,
673 ,22513 ,1,
673 ,23034 ,9,
673 ,25153 ,1,
673 ,25443 ,3,
673 ,25979 ,5,
673 ,26375 ,6,
673 ,26613 ,3,
673 ,27170 ,4,
673 ,28165 ,1,
673 ,29924 ,4,
673 ,30257 ,3,
673 ,30988 ,2,
673 ,31191 ,9,
673 ,31207 ,1,
673 ,31211 ,3,
673 ,31257 ,1,
673 ,32556 ,4,
673 ,34134 ,5,
673 ,34797 ,9,
673 ,35255 ,5,
673 ,37955 ,9,
673 ,39902 ,8,
673 ,46686 ,1,
673 ,54695 ,6,
673 ,56982 ,5,
673 ,61585 ,7,
673 ,86095 ,1,
673 ,94942 ,5,
673 ,113560 ,3,
673 ,161094 ,8,
673 ,161099 ,9,
673 ,168654 ,9,
673 ,206900 ,1,
673 ,212659 ,2,
673 ,216687 ,1,
673 ,228814 ,1,
673 ,641622 ,5,
673 ,813803 ,7,
673 ,976029 ,2,
673 ,1062714 ,5,
673 ,1393049 ,1,
673 ,1453858 ,3,
698 ,1088 ,8,
698 ,2185 ,5,
698 ,2696 ,7,
698 ,14073 ,2,
698 ,20233 ,1,
698 ,20344 ,1,
698 ,26667 ,5,
698 ,31719 ,5,
698 ,159654 ,3,
708 ,519 ,5,
708 ,2184 ,5,
708 ,6845 ,3,
708 ,7580 ,4,
708 ,8109 ,4,
708 ,11819 ,1,
708 ,11879 ,4,
708 ,20875 ,6,
708 ,24888 ,8,
708 ,30771 ,1,
708 ,44713 ,4,
708 ,52654 ,2,
708 ,59071 ,1,
708 ,167589 ,8,
708 ,212659 ,6,
708 ,226674 ,5,
708 ,228343 ,6,
708 ,235311 ,8,
708 ,976029 ,2,
708 ,1189183 ,6,
708 ,1345149 ,4,
714 ,3805 ,7,
714 ,8771 ,6,
714 ,9525 ,9,
714 ,11640 ,5,
714 ,11690 ,2,
714 ,20934 ,8,
714 ,38314 ,1,
714 ,57003 ,9,
714 ,537312 ,1,
714 ,539936 ,2,
714 ,614924 ,8,
714 ,1375228 ,2,
717 ,1122 ,3,
717 ,1273 ,6,
717 ,2122 ,10,
717 ,2497 ,7,
717 ,3483 ,10,
717 ,6009 ,9,
717 ,8348 ,1,
717 ,11254 ,3,
717 ,15813 ,9,
717 ,17126 ,1,
717 ,18800 ,1,
717 ,22370 ,9,
717 ,25847 ,4,
717 ,30675 ,6,
717 ,39818 ,3,
717 ,44147 ,1,
717 ,64525 ,3,
717 ,79257 ,9,
717 ,91569 ,1,
717 ,125754 ,1,
717 ,133921 ,4,
717 ,158949 ,1,
717 ,160072 ,8,
717 ,239054 ,7,
717 ,688094 ,9,
717 ,818374 ,7,
717 ,1144694 ,5,
717 ,1430230 ,5,
717 ,1443168 ,2,
754 ,15241 ,4,
754 ,418396 ,9,
765 ,251 ,4,
765 ,380 ,2,
765 ,519 ,4,
765 ,766 ,6,
765 ,770 ,8,
765 ,1022 ,1,
765 ,1273 ,5,
765 ,1775 ,3,
765 ,2122 ,8,
765 ,2326 ,9,
765 ,2880 ,3,
765 ,3048 ,6,
765 ,3153 ,2,
765 ,3457 ,2,
765 ,3705 ,10,
765 ,3734 ,5,
765 ,4090 ,1,
765 ,4346 ,8,
765 ,5997 ,5,
765 ,7001 ,3,
765 ,7580 ,5,
765 ,8557 ,9,
765 ,8702 ,4,
765 ,9151 ,1,
765 ,11254 ,3,
765 ,11305 ,9,
765 ,11819 ,8,
765 ,11851 ,2,
765 ,11879 ,1,
765 ,13091 ,1,
765 ,13228 ,1,
765 ,17798 ,7,
765 ,18086 ,8,
765 ,18800 ,9,
765 ,19363 ,8,
765 ,19484 ,4,
765 ,19626 ,8,
765 ,20939 ,8,
765 ,25863 ,4,
765 ,27113 ,3,
765 ,28755 ,2,
765 ,30257 ,1,
765 ,30675 ,8,
765 ,31908 ,5,
765 ,34440 ,6,
765 ,36114 ,3,
765 ,37424 ,9,
765 ,39902 ,9,
765 ,40863 ,8,
765 ,45046 ,2,
765 ,47467 ,4,
765 ,53887 ,7,
765 ,54199 ,8,
765 ,59732 ,9,
765 ,62221 ,3,
765 ,65766 ,3,
765 ,66239 ,6,
765 ,99909 ,2,
765 ,105025 ,6,
765 ,106423 ,2,
765 ,147678 ,1,
765 ,149486 ,1,
765 ,150741 ,7,
765 ,176759 ,6,
765 ,178518 ,1,
765 ,180952 ,5,
765 ,183198 ,3,
765 ,183846 ,9,
765 ,194063 ,6,
765 ,219355 ,6,
765 ,251172 ,1,
765 ,251208 ,3,
765 ,255077 ,1,
765 ,273112 ,7,
765 ,291688 ,8,
765 ,422739 ,7,
765 ,424569 ,8,
765 ,468198 ,3,
765 ,505149 ,1,
765 ,590873 ,3,
765 ,592471 ,1,
765 ,645540 ,4,
765 ,734618 ,8,
765 ,787120 ,7,
765 ,799856 ,4,
765 ,912757 ,1,
765 ,938713 ,7,
765 ,1062714 ,6,
765 ,1243338 ,8,
765 ,1343905 ,2,
765 ,1430282 ,5,
765 ,1487976 ,7,
775 ,284 ,2,
775 ,380 ,8,
775 ,1088 ,2,
775 ,5219 ,6,
775 ,9094 ,1,
775 ,9419 ,2,
775 ,14877 ,5,
775 ,17126 ,8,
775 ,21578 ,2,
775 ,80054 ,7,
775 ,118715 ,8,
775 ,538741 ,1,
775 ,1112194 ,9,
802 ,402156 ,4,
802 ,408780 ,4,
802 ,716487 ,1,
802 ,716597 ,1,
836 ,431353 ,6,
851 ,2006 ,5,
851 ,6009 ,2,
851 ,13063 ,1,
851 ,28435 ,1,
851 ,33944 ,4,
851 ,36594 ,4,
851 ,44061 ,8,
851 ,153321 ,6,
851 ,153522 ,8,
851 ,164131 ,8,
851 ,236101 ,8,
851 ,269958 ,8,
851 ,356108 ,1,
851 ,371232 ,1,
851 ,542956 ,9,
867 ,10 ,8,
867 ,8700 ,9,
867 ,13990 ,1,
867 ,43554 ,3,
874 ,90 ,1,
874 ,16215 ,6,
874 ,53614 ,3,
874 ,55216 ,9,
874 ,121419 ,2,
874 ,160244 ,8,
874 ,856547 ,8,
874 ,858270 ,7,
892 ,90 ,3,
892 ,2367 ,8,
892 ,11597 ,9,
892 ,14342 ,7,
892 ,16215 ,7,
892 ,20052 ,7,
892 ,21543 ,6,
892 ,23193 ,1,
892 ,27284 ,3,
892 ,49936 ,1,
892 ,54224 ,1,
892 ,55216 ,3,
892 ,55431 ,9,
892 ,71526 ,7,
892 ,80886 ,9,
892 ,102663 ,8,
892 ,121419 ,1,
892 ,227290 ,1,
892 ,259574 ,3,
892 ,432810 ,6,
892 ,465831 ,1,
892 ,483695 ,7,
892 ,499790 ,1,
892 ,559017 ,1,
892 ,654447 ,1,
892 ,707160 ,3,
